Cidade;Data;Hora;PM10;SO2;NO2;O3;CO
Guaiba;26/09/2019;22:00;29,75;1,11;6,34;46,39;2,6
Guaiba;26/09/2019;23:00;26,5;1,02;5,28;56,9;2,59
Guaiba;27/09/2019;0:00;28;0,96;5,01;63,21;2,59
Guaiba;27/09/2019;1:00;22,25;0,85;4,81;58,2;2,58
Guaiba;27/09/2019;2:00;15,75;0,87;3,8;52,91;2,57
Guaiba;27/09/2019;3:00;15,5;0,81;3,76;47,29;2,56
Guaiba;27/09/2019;4:00;16,75;0,8;3,65;43,07;2,56
Guaiba;27/09/2019;5:00;19,25;0,82;3,95;38,76;2,55
Guaiba;27/09/2019;6:00;18,75;0,82;4,43;33,87;2,55
Guaiba;27/09/2019;7:00;20;0,87;5,25;29,7;2,56
Guaiba;27/09/2019;8:00;30;0,91;6,9;25,37;2,57
Guaiba;27/09/2019;9:00;29;0,99;5,67;27,2;2,56
Guaiba;27/09/2019;10:00;25,5;1,24;4,53;34,79;2,54
Guaiba;27/09/2019;11:00;26,75;1,25;4,41;39,14;2,51
Guaiba;27/09/2019;12:00;31;1,23;4,35;40,76;2,5
Guaiba;27/09/2019;13:00;27,25;1,19;4,33;41,75;2,48
Guaiba;27/09/2019;14:00;27,75;1,21;5,47;41,97;2,49
Guaiba;27/09/2019;15:00;30,5;1,2;7,02;41,72;2,5
Guaiba;27/09/2019;16:00;38,75;2,35;9,8;39,42;2,53
Guaiba;27/09/2019;17:00;31;3,36;11,33;38,08;2,55
Guaiba;27/09/2019;18:00;28,75;1,35;9,09;40,8;2,55
Guaiba;27/09/2019;19:00;29,25;0,97;8,28;41,04;2,56
Guaiba;27/09/2019;20:00;28,25;0,9;7,55;39,93;2,57
Guaiba;27/09/2019;21:00;33;0,84;6,11;39,55;2,57
Guaiba;27/09/2019;22:00;32,25;0,82;5,21;40,33;2,56
Guaiba;27/09/2019;23:00;30;0,73;4,6;41,86;2,55
Guaiba;28/09/2019;0:00;27;0,77;3,48;44,9;2,54
Guaiba;28/09/2019;1:00;24,75;0,65;2,77;46,78;2,52
Guaiba;28/09/2019;2:00;23;0,64;2,29;47,55;2,52
Guaiba;28/09/2019;3:00;24,75;0,66;2,01;48,97;2,51
Guaiba;28/09/2019;4:00;23,75;0,65;1,91;49,1;2,5
Guaiba;28/09/2019;5:00;22,75;0,63;1,77;48,54;2,5
Guaiba;28/09/2019;6:00;22,25;0,64;2,08;47,78;2,5
Guaiba;28/09/2019;7:00;24;0,67;2,92;45,67;2,51
Guaiba;28/09/2019;8:00;25,25;0,72;3,37;44,21;2,52
Guaiba;28/09/2019;9:00;27,25;0,76;3,96;43,99;2,53
Guaiba;28/09/2019;10:00;29;0,89;4,37;45,98;2,52
Guaiba;28/09/2019;11:00;27,75;1,33;4,34;50,4;2,5
Guaiba;28/09/2019;12:00;32,5;3,91;7,25;49,38;2,51
Guaiba;28/09/2019;13:00;35,75;7,89;10,27;44,83;2,51
Guaiba;28/09/2019;14:00;36,5;3,92;8;52,54;2,51
Guaiba;28/09/2019;15:00;38,25;2,78;6,14;57,14;2,52
Guaiba;28/09/2019;16:00;44;2,85;6,22;54,53;2,54
Guaiba;28/09/2019;17:00;40;2;5,54;52,84;2,53
Guaiba;28/09/2019;18:00;40,5;1,5;5,87;48,38;2,54
Guaiba;28/09/2019;19:00;44,5;1,16;6,62;44,14;2,56
Guaiba;28/09/2019;20:00;39;1,04;6,51;42,6;2,58
Guaiba;28/09/2019;21:00;38;0,96;6,77;40,42;2,61
Guaiba;28/09/2019;22:00;37,75;0,99;7,47;36,16;2,64
Guaiba;28/09/2019;23:00;39,5;1,92;9,88;27,98;2,66
Guaiba;29/09/2019;0:00;33,5;1,17;6,46;31,98;2,62
Guaiba;29/09/2019;1:00;29;1,02;6,3;28,11;2,61
Guaiba;29/09/2019;2:00;25,75;0,94;6,2;26,64;2,62
Guaiba;29/09/2019;3:00;21,5;0,83;4,71;29,08;2,6
Guaiba;29/09/2019;4:00;21,25;0,81;5,84;23,13;2,6
Guaiba;29/09/2019;5:00;26,75;0,74;8,88;14,25;2,61
Guaiba;29/09/2019;6:00;30;0,75;11,44;7,31;2,6
Guaiba;29/09/2019;7:00;31,75;0,78;8,09;14,52;2,6
Guaiba;29/09/2019;8:00;34,25;0,91;4,24;29,33;2,58
Guaiba;29/09/2019;9:00;28,25;1,29;3,55;36,39;2,56
Guaiba;29/09/2019;10:00;32,25;3,06;3,94;40,11;2,55
Guaiba;29/09/2019;11:00;37,75;4,83;4,31;44,28;2,55
Guaiba;29/09/2019;12:00;36;8,23;7,43;42,55;2,57
Guaiba;29/09/2019;13:00;40,75;8,62;11,03;43,84;2,57
Guaiba;29/09/2019;14:00;42,5;7,95;12,2;50,88;2,56
Guaiba;29/09/2019;15:00;41,75;8,05;9,64;53,85;2,58
Guaiba;29/09/2019;16:00;43;7,71;7,4;55,88;2,56
Guaiba;29/09/2019;17:00;41,33;10,91;7,96;54,78;2,57
Guaiba;29/09/2019;18:00;40,75;7,47;8,69;46,27;2,59
Guaiba;29/09/2019;19:00;42,5;3,16;7,72;43,12;2,6
Guaiba;29/09/2019;20:00;42,5;1,93;9,28;36,75;2,64
Guaiba;29/09/2019;21:00;41,25;1,74;9,96;34,17;2,67
Guaiba;29/09/2019;22:00;48;5,73;14,35;22,19;2,7
Guaiba;29/09/2019;23:00;36,5;4,7;10,26;29,21;2,66
Guaiba;30/09/2019;0:00;25,5;2,57;7,79;31,41;2,65
Guaiba;30/09/2019;1:00;34,5;1,8;14,8;6,56;2,68
Guaiba;30/09/2019;2:00;30,5;1,45;14,66;5,11;2,66
Guaiba;30/09/2019;3:00;20,75;1,28;9,57;13,64;2,65
Guaiba;30/09/2019;4:00;5,5;1,06;7,18;15,79;2,63
Guaiba;30/09/2019;5:00;16;1,15;8,8;12,11;2,63
Guaiba;30/09/2019;6:00;10;1,14;6,99;19,76;2,63
Guaiba;30/09/2019;7:00;19,75;1,08;6,89;23,97;2,63
Guaiba;30/09/2019;8:00;27,5;1,16;9,35;20,39;2,65
Guaiba;30/09/2019;9:00;54,25;1,56;8,12;21,02;2,64
Guaiba;30/09/2019;10:00;45;2,23;7,79;26,07;2,59
Guaiba;30/09/2019;11:00;55,75;2,62;8,34;41,77;2,61
Guaiba;30/09/2019;12:00;60;4,43;11,91;70,35;2,65
Guaiba;30/09/2019;13:00;73,5;9,4;17,49;108,3;2,72
Guaiba;30/09/2019;14:00;67;10,47;15,57;110,7;2,71
Guaiba;30/09/2019;15:00;66,25;13,3;14,85;106,8;2,73
Guaiba;30/09/2019;16:00;67;6,78;14,76;96,73;2,74
Guaiba;30/09/2019;17:00;75;7,59;18,21;75;2,76
Guaiba;30/09/2019;18:00;69,25;4,4;22,35;61,65;2,81
Guaiba;30/09/2019;19:00;96,25;3,15;28,91;33,41;2,85
Guaiba;30/09/2019;20:00;72,5;2,67;26,34;30,65;2,87
Guaiba;30/09/2019;21:00;85,25;2,43;30,83;18,91;2,94
Guaiba;30/09/2019;22:00;87,75;2,26;29,54;11,33;2,98
Guaiba;30/09/2019;23:00;76,25;1,95;25,06;13,84;2,95
Guaiba;01/10/2019;0:00;59;1,72;20,12;18,43;2,89
Guaiba;01/10/2019;1:00;55;1,77;18,72;14,09;2,88
Guaiba;01/10/2019;2:00;54;1,69;18,08;7,65;2,91
Guaiba;01/10/2019;3:00;35;1,65;12,49;25,13;2,83
Guaiba;01/10/2019;4:00;30,5;1,86;10,93;35,06;2,78
Guaiba;01/10/2019;5:00;39,25;1,69;13,97;25,96;2,77
Guaiba;01/10/2019;6:00;35,5;1,46;9,7;33,71;2,76
Guaiba;01/10/2019;7:00;37;1,32;11,88;30,81;2,74
Guaiba;01/10/2019;8:00;40,5;1,35;10,48;34,72;2,71
Guaiba;01/10/2019;9:00;58,75;1,39;7,45;47,52;2,65
Guaiba;01/10/2019;10:00;67;1,29;5,25;60,27;2,6
Guaiba;01/10/2019;11:00;82;3,27;5,78;70,37;2,59
Guaiba;01/10/2019;12:00;140;3,66;5,67;81,88;2,58
Guaiba;01/10/2019;13:00;41,5;2,17;4,95;88,36;2,58
Guaiba;01/10/2019;14:00;49,25;3,12;5,23;96,78;2,59
Guaiba;01/10/2019;15:00;162,5;1,76;5,24;83,02;2,61
Guaiba;01/10/2019;16:00;129;1,48;4,88;84,84;2,61
Guaiba;01/10/2019;17:00;137,5;1,44;6,8;79,01;2,63
Guaiba;01/10/2019;18:00;252,3;1,56;12,3;68,22;2,66
Guaiba;01/10/2019;19:00;154,8;2,18;31,75;30,26;2,88
Guaiba;01/10/2019;20:00;239,3;2,8;41,42;10,22;3,2
Guaiba;01/10/2019;21:00;161,3;2,14;36,78;8,19;2,98
Guaiba;01/10/2019;22:00;118;1,75;26,79;10,69;2,96
Guaiba;01/10/2019;23:00;109;1,54;25,88;9,14;2,92
Guaiba;02/10/2019;0:00;118;1,65;25,06;5,6;3,03
Guaiba;02/10/2019;1:00;112,8;1,68;23,2;5,31;3,05
Guaiba;02/10/2019;2:00;93,75;1,72;21,44;6,61;3
Guaiba;02/10/2019;3:00;82;1,81;18,93;12,28;2,94
Guaiba;02/10/2019;4:00;64,75;1,89;12,36;21,74;2,86
Guaiba;02/10/2019;5:00;40,75;1,62;8,94;28,68;2,73
Guaiba;02/10/2019;6:00;38,25;1,25;7,05;32,39;2,64
Guaiba;02/10/2019;7:00;50,25;1,06;7,69;28,77;2,63
Guaiba;02/10/2019;8:00;58;1,15;9,43;25,88;2,65
Guaiba;02/10/2019;9:00;42;1,2;6,72;36,53;2,6
Guaiba;02/10/2019;10:00;40;1,2;6,1;40,09;2,58
Guaiba;02/10/2019;11:00;37,5;1,12;5,94;39,82;2,57
Guaiba;02/10/2019;12:00;26;1,07;7,28;37,54;2,58
Guaiba;02/10/2019;13:00;21,5;1,01;8,64;29,18;2,61
Guaiba;02/10/2019;14:00;13,75;0,97;8,26;31,08;2,62
Guaiba;02/10/2019;15:00;12,75;0,94;5,82;33,72;2,61
Guaiba;02/10/2019;16:00;11,5;0,89;6,86;28,99;2,62
Guaiba;02/10/2019;17:00;15,25;0,9;9,04;27,41;2,63
Guaiba;02/10/2019;18:00;15,5;1,02;9,75;27,13;2,62
Guaiba;02/10/2019;19:00;11;0,93;9,6;26;2,63
Guaiba;02/10/2019;20:00;15;0,97;11,54;20,83;2,68
Guaiba;02/10/2019;21:00;7,5;0,89;5,67;46,68;2,63
Guaiba;02/10/2019;22:00;10;0,85;5,25;55,24;2,65
Guaiba;02/10/2019;23:00;6,25;0,8;4,31;63,35;2,62
Guaiba;03/10/2019;0:00;5;0,81;4,07;63,99;2,61
Guaiba;03/10/2019;1:00;7,25;0,78;3,31;64,02;2,61
Guaiba;03/10/2019;2:00;5,25;0,8;2,98;56,07;2,59
Guaiba;03/10/2019;3:00;7,25;0,74;2,7;50,73;2,58
Guaiba;03/10/2019;4:00;6,5;0,74;3,14;49;2,57
Guaiba;03/10/2019;5:00;9,5;0,72;3,08;49,18;2,55
Guaiba;03/10/2019;6:00;13;0,93;4,04;48,27;2,56
Guaiba;03/10/2019;7:00;10,25;1,26;6,25;43,46;2,57
Guaiba;03/10/2019;8:00;11,5;1,15;8,78;41,21;2,59
Guaiba;03/10/2019;9:00;11;1,19;8,2;42,08;2,59
Guaiba;03/10/2019;10:00;11,75;1,6;10,05;40,47;2,6
Guaiba;03/10/2019;11:00;9,5;1,81;10,03;40,36;2,61
Guaiba;03/10/2019;12:00;10;2,29;10,03;40,65;2,61
Guaiba;03/10/2019;13:00;11;2,65;10,55;39,51;2,59
Guaiba;03/10/2019;14:00;14,25;2,32;9,79;41,95;2,59
Guaiba;03/10/2019;15:00;20,5;1,57;7,56;46,47;2,59
Guaiba;03/10/2019;16:00;25,5;1,23;7,35;44,09;2,58
Guaiba;03/10/2019;17:00;14,75;1,06;7,02;40,88;2,6
Guaiba;03/10/2019;18:00;13,25;0,98;7,73;36,95;2,62
Guaiba;03/10/2019;19:00;9,75;0,98;7,71;36,85;2,63
Guaiba;03/10/2019;20:00;4;0,92;5,87;39,74;2,6
Guaiba;03/10/2019;21:00;5,25;0,83;4,63;40,2;2,6
Guaiba;03/10/2019;22:00;5,75;0,98;7,08;35,11;2,6
Guaiba;03/10/2019;23:00;2,75;1,57;7,07;34,98;2,58
Guaiba;04/10/2019;0:00;1;1,35;5,15;37,35;2,57
Guaiba;04/10/2019;1:00;1;1,02;3,46;38,53;2,57
Guaiba;04/10/2019;2:00;2,67;0,94;2,92;37,78;2,56
Guaiba;04/10/2019;3:00;4;1,74;9,2;27,05;2,56
Guaiba;04/10/2019;4:00;4,25;2,8;8,07;28,9;2,56
Guaiba;04/10/2019;5:00;5,75;2,57;5,01;34,64;2,57
Guaiba;04/10/2019;6:00;4;1,48;4,79;38,46;2,57
Guaiba;04/10/2019;7:00;5,5;1,27;6,6;36,62;2,59
Guaiba;04/10/2019;8:00;7;1,1;12,81;25,54;2,65
Guaiba;04/10/2019;9:00;11;1,1;15,54;18,64;2,67
Guaiba;04/10/2019;10:00;7,75;1,04;14,31;24,13;2,68
Guaiba;04/10/2019;11:00;13;1,04;14,39;25,42;2,68
Guaiba;04/10/2019;12:00;11,5;0,99;13,55;23,37;2,7
Guaiba;04/10/2019;13:00;12,75;1,05;12,12;30,81;2,7
Guaiba;04/10/2019;14:00;14;1,21;14,27;31,98;2,72
Guaiba;04/10/2019;15:00;16,5;1,08;12,82;35,29;2,73
Guaiba;04/10/2019;16:00;15,75;1,05;12,77;36,43;2,72
Guaiba;04/10/2019;17:00;14,5;0,93;10,6;38,21;2,69
Guaiba;04/10/2019;18:00;17,75;0,89;11,33;31,12;2,69
Guaiba;04/10/2019;19:00;21,5;0,92;16,07;17,27;2,74
Guaiba;04/10/2019;20:00;36,25;1,16;21,69;7,29;2,92
Guaiba;04/10/2019;21:00;48,75;1,62;20,13;5,14;3,14
Guaiba;04/10/2019;22:00;53,75;1,75;16,42;4,8;3,24
Guaiba;04/10/2019;23:00;39,75;1,64;14,41;4,7;3,2
Guaiba;05/10/2019;0:00;45,5;1,6;12,07;6,37;3,15
Guaiba;05/10/2019;1:00;11,75;1,01;5,97;26,33;2,84
Guaiba;05/10/2019;2:00;12,75;0,88;6,55;28,13;2,81
Guaiba;05/10/2019;3:00;14,25;0,81;5,84;30,39;2,8
Guaiba;05/10/2019;4:00;11;0,79;5,83;29,41;2,78
Guaiba;05/10/2019;5:00;8,75;0,79;5,8;28,07;2,76
Guaiba;05/10/2019;6:00;6,75;0,76;5,34;26,04;2,74
Guaiba;05/10/2019;7:00;8;0,79;6,27;23,7;2,72
Guaiba;05/10/2019;8:00;7,25;0,78;5,18;22,11;2,7
Guaiba;05/10/2019;9:00;5,5;0,82;5,74;22,26;2,68
Guaiba;05/10/2019;10:00;6,5;0,84;6,59;23,85;2,68
Guaiba;05/10/2019;11:00;2;0,8;4,67;32,66;2,64
Guaiba;05/10/2019;12:00;4;0,83;4,35;33,37;2,63
Guaiba;05/10/2019;13:00;4,75;0,83;3,96;35,7;2,6
Guaiba;05/10/2019;14:00;2;0,85;4,07;35,44;2,59
Guaiba;05/10/2019;15:00;4,75;0,81;4,62;36,23;2,59
Guaiba;05/10/2019;16:00;6;0,8;4,82;36,81;2,6
Guaiba;05/10/2019;17:00;5;0,77;5,11;35,25;2,61
Guaiba;05/10/2019;18:00;6,75;0,79;5,47;30,06;2,62
Guaiba;05/10/2019;19:00;6,25;0,73;5,25;30,84;2,62
Guaiba;05/10/2019;20:00;7,25;0,73;5,16;29,58;2,62
Guaiba;05/10/2019;21:00;7;0,74;3,86;33,03;2,62
Guaiba;05/10/2019;22:00;7,5;0,69;3,84;33,45;2,6
Guaiba;05/10/2019;23:00;6;0,67;3,06;38,76;2,58
Guaiba;06/10/2019;0:00;7,75;0,67;2,83;39,44;2,57
Guaiba;06/10/2019;1:00;9;0,65;2,64;39,75;2,57
Guaiba;06/10/2019;2:00;9,5;0,71;2,31;38,92;2,57
Guaiba;06/10/2019;3:00;8,5;0,7;2,29;38,4;2,57
Guaiba;06/10/2019;4:00;8,75;0,65;2,02;37,25;2,56
Guaiba;06/10/2019;5:00;6,25;0,61;2,03;37,38;2,56
Guaiba;06/10/2019;6:00;6,5;0,62;2,03;37,77;2,57
Guaiba;06/10/2019;7:00;7,75;0,62;2,01;37,36;2,56
Guaiba;06/10/2019;8:00;8,25;0,65;2,12;35,41;2,55
Guaiba;06/10/2019;9:00;12,75;0,75;2,48;36,02;2,55
Guaiba;06/10/2019;10:00;16,25;0,71;2,57;37,47;2,56
Guaiba;06/10/2019;11:00;13,5;0,75;3,54;41,13;2,57
Guaiba;06/10/2019;12:00;12,75;0,88;4,33;42,45;2,59
Guaiba;06/10/2019;13:00;12;1,04;4,6;41,22;2,6
Guaiba;06/10/2019;14:00;9,75;1;3,72;42,43;2,59
Guaiba;06/10/2019;15:00;8;0,85;3,33;43,02;2,59
Guaiba;06/10/2019;16:00;13,75;0,81;3,82;40,92;2,6
Guaiba;06/10/2019;17:00;13,75;0,76;3,91;39,73;2,6
Guaiba;06/10/2019;18:00;12,25;0,71;3,89;42,4;2,59
Guaiba;06/10/2019;19:00;18;0,82;5,83;38,4;2,63
Guaiba;06/10/2019;20:00;16,25;0,78;4,91;37,83;2,62
Guaiba;06/10/2019;21:00;17;0,77;5,82;35,88;2,62
Guaiba;06/10/2019;22:00;15,75;0,75;4,69;36,24;2,62
Guaiba;06/10/2019;23:00;13,5;0,73;3,8;37,53;2,61
Guaiba;07/10/2019;0:00;12,25;0,72;3,41;38,65;2,6
Guaiba;07/10/2019;1:00;10,25;0,68;2,66;42,68;2,59
Guaiba;07/10/2019;2:00;11,5;0,66;2,33;41,87;2,59
Guaiba;07/10/2019;3:00;12,75;0,68;2,1;41,05;2,59
Guaiba;07/10/2019;4:00;12,25;0,65;1,92;40,55;2,58
Guaiba;07/10/2019;5:00;13,5;0,71;2,27;38,34;2,59
Guaiba;07/10/2019;6:00;14,5;0,68;3,53;36,49;2,58
Guaiba;07/10/2019;7:00;14,75;0,67;4,66;34,08;2,6
Guaiba;07/10/2019;8:00;13,5;0,74;5,3;35,64;2,61
Guaiba;07/10/2019;9:00;12;0,8;5,51;39,77;2,59
Guaiba;07/10/2019;10:00;11,5;0,84;6,33;42,25;2,58
Guaiba;07/10/2019;11:00;15,5;1,04;6,85;47,63;2,58
Guaiba;07/10/2019;12:00;18;1,73;5,92;57,65;2,57
Guaiba;07/10/2019;13:00;13,25;2,83;5,34;67,67;2,57
Guaiba;07/10/2019;14:00;14,25;3,59;4,96;71,2;2,57
Guaiba;07/10/2019;15:00;24,5;9,24;15,47;59,69;2,6
Guaiba;07/10/2019;16:00;26;6,23;13,53;69,83;2,6
Guaiba;07/10/2019;17:00;29,75;3,36;11,89;70,66;2,61
Guaiba;07/10/2019;18:00;36;2,73;13,63;48,09;2,66
Guaiba;07/10/2019;19:00;39,5;2,13;14,25;28,72;2,7
Guaiba;07/10/2019;20:00;33,75;1,48;13,65;23,08;2,71
Guaiba;07/10/2019;21:00;34,5;1,32;16,31;14,9;2,79
Guaiba;07/10/2019;22:00;50,5;1,39;17,93;6,47;2,85
Guaiba;07/10/2019;23:00;43,75;1,3;15,01;6,47;2,82
Guaiba;08/10/2019;0:00;38,25;1,27;12,87;5,01;2,89
Guaiba;08/10/2019;1:00;27,25;1,09;10,26;7,02;2,78
Guaiba;08/10/2019;2:00;27;1,07;10,06;6,91;2,77
Guaiba;08/10/2019;3:00;;1,03;10,37;4,66;2,75
Guaiba;08/10/2019;4:00;8;1;7,67;8,26;2,73
Guaiba;08/10/2019;5:00;20,25;1,02;8,55;5,01;2,73
Guaiba;08/10/2019;6:00;24,5;1,14;8,37;4,56;2,74
Guaiba;08/10/2019;7:00;37,75;1,22;8,97;5,76;2,75
Guaiba;08/10/2019;8:00;18,25;1,05;7,53;12,11;2,71
Guaiba;08/10/2019;9:00;13,25;1,22;7,73;18,32;2,68
Guaiba;08/10/2019;10:00;23,25;2,5;8,07;24,66;2,65
Guaiba;08/10/2019;11:00;26,75;2,49;9,44;37,39;2,63
Guaiba;08/10/2019;12:00;16;2;8,58;50,63;2,59
Guaiba;08/10/2019;13:00;28,5;1,72;6,74;53,26;2,58
Guaiba;08/10/2019;14:00;38,25;1,66;8,21;51,5;2,56
Guaiba;08/10/2019;15:00;47,5;1,66;9,45;50,93;2,55
Guaiba;08/10/2019;16:00;64,25;3,02;12,38;50,36;2,56
Guaiba;08/10/2019;17:00;33,75;5,27;11,53;46,16;2,6
Guaiba;08/10/2019;18:00;22,75;1,91;11,6;39,09;2,6
Guaiba;08/10/2019;19:00;28;4,06;16,09;29,81;2,65
Guaiba;08/10/2019;20:00;27,25;2,49;10,55;36,14;2,65
Guaiba;08/10/2019;21:00;23,25;1,44;9,12;37,21;2,65
Guaiba;08/10/2019;22:00;23,5;1,18;8,77;35,05;2,65
Guaiba;08/10/2019;23:00;21;1,13;8,31;34,06;2,66
Guaiba;09/10/2019;0:00;14,75;1,06;6,34;37,33;2,64
Guaiba;09/10/2019;1:00;12;1,07;5,14;40,31;2,63
Guaiba;09/10/2019;2:00;12;1,15;4,56;41,18;2,62
Guaiba;09/10/2019;3:00;15,25;3,26;5,91;33,15;2,62
Guaiba;09/10/2019;4:00;13,25;1,28;4,99;30,88;2,61
Guaiba;09/10/2019;5:00;14;1,11;4,77;30,3;2,61
Guaiba;09/10/2019;6:00;32,5;1,18;12,99;10,35;2,63
Guaiba;09/10/2019;7:00;52;1,4;13,98;8,1;2,71
Guaiba;09/10/2019;8:00;32,25;1,72;8,61;25,52;2,64
Guaiba;09/10/2019;9:00;25;3,36;8,37;31,56;2,6
Guaiba;09/10/2019;10:00;27,25;6,87;13,07;38,78;2,61
Guaiba;09/10/2019;11:00;29,75;2,94;12,07;47,3;2,59
Guaiba;09/10/2019;12:00;31,25;9,03;14,47;49,26;2,61
Guaiba;09/10/2019;13:00;23,5;3,62;10,76;48,7;2,6
Guaiba;09/10/2019;14:00;26,75;2,24;8,15;50,05;2,61
Guaiba;09/10/2019;15:00;24,5;1,87;7,67;48,29;2,59
Guaiba;09/10/2019;16:00;23,75;1,65;7,73;48,01;2,58
Guaiba;09/10/2019;17:00;36,75;3,76;11,96;41,39;2,61
Guaiba;09/10/2019;18:00;36,75;2,06;11,49;46,22;2,61
Guaiba;09/10/2019;19:00;45,25;1,48;11,44;45,74;2,63
Guaiba;09/10/2019;20:00;31,25;1,37;9,63;43,42;2,64
Guaiba;09/10/2019;21:00;32,75;1,26;8,99;40,88;2,65
Guaiba;09/10/2019;22:00;33;1,64;10,06;33,7;2,69
Guaiba;09/10/2019;23:00;29,25;1,31;8,02;33,02;2,68
Guaiba;10/10/2019;0:00;32;1,15;12,58;16,68;2,69
Guaiba;10/10/2019;1:00;35;1,15;11,04;16,79;2,69
Guaiba;10/10/2019;2:00;31,5;1;11,35;14,12;2,7
Guaiba;10/10/2019;3:00;33,75;0,99;13,47;6,19;2,68
Guaiba;10/10/2019;4:00;28,25;0,95;12,37;6;2,68
Guaiba;10/10/2019;5:00;19,75;0,92;11,73;5,69;2,67
Guaiba;10/10/2019;6:00;;0,87;9;16,42;2,66
Guaiba;10/10/2019;7:00;14;0,9;11,24;16,35;2,66
Guaiba;10/10/2019;8:00;28,5;1,44;13,33;15,29;2,67
Guaiba;10/10/2019;9:00;49;2,22;12,83;17,06;2,67
Guaiba;10/10/2019;10:00;44,75;3,63;12,11;23,15;2,65
Guaiba;10/10/2019;11:00;42,25;4,31;12,73;31,94;2,65
Guaiba;10/10/2019;12:00;42,75;3;12,34;48,47;2,63
Guaiba;10/10/2019;13:00;33,75;2,59;9,73;73,24;2,63
Guaiba;10/10/2019;14:00;19,25;2,39;7,35;80,19;2,6
Guaiba;10/10/2019;15:00;34,25;2,75;6,85;100;2,61
Guaiba;10/10/2019;16:00;48,75;5,24;12,21;129,7;2,67
Guaiba;10/10/2019;17:00;62;5,06;14,48;117,7;2,7
Guaiba;10/10/2019;18:00;58,5;3,68;20,08;48,04;2,76
Guaiba;10/10/2019;19:00;64;2,85;20,51;37,38;2,78
Guaiba;10/10/2019;20:00;53,75;4,04;17,68;38,2;2,78
Guaiba;10/10/2019;21:00;48;2,65;17,13;36,49;2,8
Guaiba;10/10/2019;22:00;62,5;2,89;19,96;24,72;2,84
Guaiba;10/10/2019;23:00;84,25;2,1;23,9;10,79;2,92
Guaiba;11/10/2019;0:00;81,5;1,77;22,12;8,08;2,95
Guaiba;11/10/2019;1:00;57,25;1,57;19,75;8,68;2,87
Guaiba;11/10/2019;2:00;43,75;1,32;15,49;10,86;2,82
Guaiba;11/10/2019;3:00;39;1,25;14,41;7,77;2,82
Guaiba;11/10/2019;4:00;42,75;1,29;15,21;4,38;2,8
Guaiba;11/10/2019;5:00;;1,2;17,32;5,27;2,81
Guaiba;11/10/2019;6:00;47,5;1,32;14,83;5,06;2,85
Guaiba;11/10/2019;7:00;84,75;1,46;13,61;9,88;2,9
Guaiba;11/10/2019;8:00;36,75;1,79;15,11;21,78;2,79
Guaiba;11/10/2019;9:00;54,5;4,09;21,77;49,97;2,72
Guaiba;11/10/2019;10:00;53;2,17;19,4;46,81;2,67
Guaiba;11/10/2019;11:00;56,5;2,11;22,49;57,95;2,66
Guaiba;11/10/2019;12:00;46,25;1,82;13,32;71,63;2,63
Guaiba;11/10/2019;13:00;27,5;1,81;10,31;71,41;2,6
Guaiba;11/10/2019;14:00;61,25;1,82;11,23;69,77;2,59
Guaiba;11/10/2019;15:00;53,5;1,8;18,24;61,58;2,57
Guaiba;11/10/2019;16:00;77,5;1,55;14,68;69,77;2,56
Guaiba;11/10/2019;17:00;80,75;1,36;9,53;75,36;2,57
Guaiba;11/10/2019;18:00;77,75;1,46;12,43;65,52;2,62
Guaiba;11/10/2019;19:00;58;1,39;10,55;70,8;2,62
Guaiba;11/10/2019;20:00;52,25;1,28;8,57;68,44;2,62
Guaiba;11/10/2019;21:00;43,25;1,21;6,1;71,69;2,61
Guaiba;11/10/2019;22:00;35,75;1,32;5,39;71,73;2,61
Guaiba;11/10/2019;23:00;34,5;1,44;5,02;70,3;2,61
Guaiba;12/10/2019;0:00;33,5;1,42;4,99;65,34;2,62
Guaiba;12/10/2019;1:00;34;1,41;5,18;60,57;2,62
Guaiba;12/10/2019;2:00;31,5;1,53;5,21;58,12;2,62
Guaiba;12/10/2019;3:00;33,25;1,66;4,87;58,36;2,62
Guaiba;12/10/2019;4:00;33;1,52;6,78;47,32;2,64
Guaiba;12/10/2019;5:00;38,75;1,33;14,64;23,58;2,66
Guaiba;12/10/2019;6:00;53,5;1,28;17,21;9,29;2,69
Guaiba;12/10/2019;7:00;80,5;1,43;17,65;12,68;2,71
Guaiba;12/10/2019;8:00;52;1,78;9,12;38,96;2,67
Guaiba;12/10/2019;9:00;65,5;2,2;10,35;46,61;2,65
Guaiba;12/10/2019;10:00;63,75;2,32;9,66;58,9;2,66
Guaiba;12/10/2019;11:00;50;6,01;9,12;90,11;2,65
Guaiba;12/10/2019;12:00;57,75;8,81;9,72;121,8;2,65
Guaiba;12/10/2019;13:00;46,75;8,84;8,7;137,7;2,66
Guaiba;12/10/2019;14:00;42;7,72;7,57;130,2;2,68
Guaiba;12/10/2019;15:00;40;7,15;6,71;123,3;2,67
Guaiba;12/10/2019;16:00;46,5;4,03;4,69;92,45;2,65
Guaiba;12/10/2019;17:00;50,5;2,32;4,75;80,41;2,65
Guaiba;12/10/2019;18:00;78,5;3,28;14,46;66,5;2,78
Guaiba;12/10/2019;19:00;102,8;2,39;24,5;40,36;2,85
Guaiba;12/10/2019;20:00;104,3;1,87;24,2;27,39;2,93
Guaiba;12/10/2019;21:00;125,5;1,71;31,23;14,84;3,17
